SaleID,Date,ProductID,Quantity,Unit Price,CustomerID,unit Cost
253,8/11/2025 0:00,P008,3,25000,C026,21675
254,2/23/2025 0:00,P008,3,3000,C011,2556.3
255,2/27/2025 0:00,P005,1,2000,C026,1941.2
256,6/23/2025 0:00,P012,6,1000,C017,830.5
257,10/7/2025 0:00,P001,2,40000,C024,40956
258,4/24/2025 0:00,P010,1,25000,C028,20465
259,10/15/2025 0:00,P007,2,30000,C035,27720
260,5/31/2025 0:00,P012,6,4000,C031,3451.2
261,5/7/2025 0:00,P010,4,25000,C013,23667.5
262,6/4/2025 0:00,P005,6,25000,C054,26147.5
263,9/30/2025 0:00,P008,9,4000,C035,3692
264,4/14/2025 0:00,P009,8,1000,C016,810.5
265,10/26/2025 0:00,P011,1,40000,C015,33212
266,9/3/2025 0:00,P007,8,15000,C043,11961
267,6/25/2025 0:00,P007,9,2000,C018,1827.2
268,2/8/2025 0:00,P001,6,3000,C047,2982.6
269,6/19/2025 0:00,P004,5,40000,C037,42168
270,9/4/2025 0:00,P002,6,4000,C048,3041.6
271,1/26/2025 0:00,P002,6,2000,C048,1826
272,1/13/2025 0:00,P002,9,25000,C049,22210
273,2/5/2025 0:00,P004,4,15000,C041,14935.5
274,6/22/2025 0:00,P001,2,4000,C027,4146.8
275,1/20/2025 0:00,P004,9,1000,C055,997.9
276,9/21/2025 0:00,P002,2,10000,C035,10452
277,5/22/2025 0:00,P005,9,4000,C052,3420
278,5/23/2025 0:00,P003,2,3000,C045,2671.8
279,4/2/2025 0:00,P012,8,3000,C054,2307
280,10/15/2025 0:00,P008,9,2000,C035,1897.8
281,8/3/2025 0:00,P004,9,10000,C028,8272
282,2/20/2025 0:00,P001,9,4000,C039,3892
283,6/2/2025 0:00,P001,2,5000,C038,4344.5
284,7/5/2025 0:00,P012,4,30000,C009,24264
285,3/4/2025 0:00,P010,7,10000,C012,8178
286,7/9/2025 0:00,P003,2,25000,C015,24280
287,5/5/2025 0:00,P009,1,25000,C021,25585
288,5/30/2025 0:00,P007,3,25000,C052,23875
289,2/27/2025 0:00,P002,4,25000,C035,22905
290,6/29/2025 0:00,P009,8,40000,C042,33840
291,6/19/2025 0:00,P010,6,3000,C033,2711.4
292,9/28/2025 0:00,P002,2,10000,C051,9510
293,2/23/2025 0:00,P003,9,3000,C019,2982
294,4/11/2025 0:00,P011,2,2000,C055,1862.4
295,9/21/2025 0:00,P010,5,10000,C023,7764
296,2/22/2025 0:00,P002,4,40000,C013,31100
297,3/1/2025 0:00,P003,7,2000,C044,1700.8
298,4/18/2025 0:00,P006,8,3000,C001,2812.8
299,1/5/2025 0:00,P009,5,2000,C051,1907.6
300,4/13/2025 0:00,P009,5,2000,C029,2025.2
301,7/15/2025 0:00,P007,2,4000,C024,3138.4
302,9/19/2025 0:00,P012,8,2000,C016,1974
303,2/16/2025 0:00,P003,2,10000,C025,10144
304,5/24/2025 0:00,P004,6,25000,C055,22127.5
305,9/26/2025 0:00,P006,8,25000,C023,24790
306,5/4/2025 0:00,P011,6,5000,C028,4492
307,4/16/2025 0:00,P005,4,30000,C047,31713
308,6/7/2025 0:00,P002,4,3000,C016,2622.3
309,5/27/2025 0:00,P006,6,2000,C043,1570.6
310,5/25/2025 0:00,P003,4,10000,C038,7922
311,4/30/2025 0:00,P008,8,10000,C011,9117
312,10/2/2025 0:00,P002,9,4000,C003,3705.6
313,4/2/2025 0:00,P001,1,1000,C015,830.7
314,2/27/2025 0:00,P009,4,5000,C001,3891.5
315,8/17/2025 0:00,P012,4,50000,C007,41940
316,4/27/2025 0:00,P003,2,3000,C001,2796
317,10/6/2025 0:00,P011,6,10000,C049,7620
318,5/7/2025 0:00,P001,3,15000,C032,12931.5
319,5/9/2025 0:00,P007,7,10000,C009,8770
320,2/27/2025 0:00,P010,5,1000,C029,946.8
321,5/2/2025 0:00,P005,4,2000,C026,1835.8
322,1/1/2025 0:00,P005,5,40000,C023,38324
323,8/27/2025 0:00,P001,8,5000,C045,5258
324,10/17/2025 0:00,P009,3,40000,C043,32304
325,4/6/2025 0:00,P007,7,4000,C029,3135.2
326,5/6/2025 0:00,P008,6,15000,C052,13174.5
327,4/28/2025 0:00,P009,1,15000,C038,12510
328,2/17/2025 0:00,P006,7,5000,C033,4645
329,3/30/2025 0:00,P012,7,5000,C007,4973
330,8/25/2025 0:00,P005,1,30000,C012,26334
331,9/29/2025 0:00,P006,9,4000,C031,3143.2
332,7/8/2025 0:00,P011,6,5000,C032,5294.5
333,7/11/2025 0:00,P002,2,40000,C054,37784
334,3/10/2025 0:00,P004,5,2000,C020,1775.8
335,10/5/2025 0:00,P003,4,40000,C055,39236
336,9/4/2025 0:00,P007,7,50000,C051,48350
337,3/17/2025 0:00,P009,8,3000,C017,2386.2
338,6/3/2025 0:00,P005,1,40000,C036,35428
339,5/24/2025 0:00,P006,5,4000,C003,3949.2
340,3/27/2025 0:00,P010,3,25000,C001,24755
341,7/4/2025 0:00,P012,1,30000,C050,23640
342,10/12/2025 0:00,P012,3,1000,C027,848.2
343,8/8/2025 0:00,P002,6,15000,C053,15490.5
344,3/10/2025 0:00,P003,7,4000,C047,3503.6
345,2/16/2025 0:00,P003,8,50000,C040,43365
346,4/4/2025 0:00,P012,4,15000,C033,13104
347,8/26/2025 0:00,P012,3,4000,C020,3051.6
348,7/23/2025 0:00,P009,5,30000,C014,31791
349,8/6/2025 0:00,P007,9,10000,C036,8338
350,2/8/2025 0:00,P008,6,5000,C005,4533.5
351,4/10/2025 0:00,P011,9,50000,C023,46570
352,10/16/2025 0:00,P010,6,5000,C045,4307
353,9/11/2025 0:00,P011,2,2000,C015,1883.4
354,8/10/2025 0:00,P009,5,50000,C006,49950
355,1/23/2025 0:00,P006,9,30000,C033,24360
356,9/7/2025 0:00,P004,8,1000,C055,923.7
357,1/10/2025 0:00,P012,7,50000,C019,45195
358,9/3/2025 0:00,P001,1,30000,C013,26049
359,4/10/2025 0:00,P008,4,2000,C029,2078.2
360,10/17/2025 0:00,P007,7,3000,C006,2492.7
361,6/29/2025 0:00,P002,7,40000,C015,33208
362,8/11/2025 0:00,P008,6,2000,C016,1832.2
363,9/7/2025 0:00,P012,8,30000,C024,31377
364,5/27/2025 0:00,P005,6,25000,C023,23022.5
365,4/6/2025 0:00,P007,3,10000,C048,7658
366,9/14/2025 0:00,P004,4,40000,C010,40492
367,1/4/2025 0:00,P005,3,25000,C054,25525
368,1/16/2025 0:00,P008,1,1000,C041,849
369,10/7/2025 0:00,P001,5,15000,C041,13074
370,9/4/2025 0:00,P001,1,2000,C049,1533.8
371,9/15/2025 0:00,P004,1,40000,C017,40660
372,6/9/2025 0:00,P003,2,2000,C049,1901
373,6/1/2025 0:00,P010,4,10000,C044,7684
374,6/27/2025 0:00,P012,6,4000,C045,3973.6
375,6/12/2025 0:00,P002,8,25000,C030,21277.5
376,2/2/2025 0:00,P012,3,30000,C044,31746
377,6/28/2025 0:00,P003,1,40000,C046,32096
378,4/11/2025 0:00,P011,3,15000,C010,14940
379,9/25/2025 0:00,P011,3,5000,C055,4181.5
380,3/6/2025 0:00,P011,5,30000,C019,26241
381,6/17/2025 0:00,P001,4,25000,C029,20812.5
382,2/12/2025 0:00,P001,4,5000,C002,4026
383,2/13/2025 0:00,P006,9,10000,C036,7775
384,10/12/2025 0:00,P005,7,50000,C019,40775
385,1/12/2025 0:00,P008,4,15000,C007,14646
386,4/5/2025 0:00,P002,3,30000,C026,25587
387,10/29/2025 0:00,P004,6,15000,C015,11560.5
388,9/10/2025 0:00,P008,3,1000,C047,993.1
389,8/30/2025 0:00,P012,6,5000,C038,5110.5
390,2/4/2025 0:00,P006,9,4000,C003,3258
391,8/3/2025 0:00,P001,6,30000,C038,25116
392,3/31/2025 0:00,P004,4,40000,C016,34892
393,9/21/2025 0:00,P001,5,4000,C002,3305.6
394,4/3/2025 0:00,P002,6,50000,C031,48795
395,3/31/2025 0:00,P005,3,50000,C028,52960
396,4/25/2025 0:00,P008,8,2000,C007,1951
397,4/15/2025 0:00,P008,4,15000,C030,12009
398,7/15/2025 0:00,P011,8,2000,C043,1611.6
399,4/24/2025 0:00,P003,3,50000,C007,52080
400,3/16/2025 0:00,P011,7,4000,C036,3114.4
401,8/5/2025 0:00,P004,9,50000,C029,52305
402,10/4/2025 0:00,P010,4,1000,C024,894.8
403,9/6/2025 0:00,P011,8,3000,C052,2963.1
404,6/13/2025 0:00,P006,3,1000,C039,821.8
405,7/11/2025 0:00,P011,7,1000,C004,992.8
406,8/15/2025 0:00,P011,3,3000,C029,2370.6
407,6/26/2025 0:00,P010,7,15000,C044,15816
408,4/9/2025 0:00,P003,6,30000,C005,29670
409,2/5/2025 0:00,P002,2,10000,C055,9577
410,4/6/2025 0:00,P006,3,2000,C029,1731.8
411,6/1/2025 0:00,P011,6,50000,C030,38585
412,5/31/2025 0:00,P005,4,2000,C029,1971.4
413,7/9/2025 0:00,P010,6,2000,C026,1915
414,8/12/2025 0:00,P005,1,30000,C019,27090
415,2/6/2025 0:00,P010,1,3000,C026,2379.6
416,9/25/2025 0:00,P005,3,2000,C037,1896.4
417,7/2/2025 0:00,P010,8,50000,C027,39220
418,1/13/2025 0:00,P012,8,2000,C030,1717.8
419,10/6/2025 0:00,P005,4,10000,C051,8924
420,8/5/2025 0:00,P003,6,5000,C053,3931
421,10/13/2025 0:00,P007,8,4000,C030,3910.8
422,9/30/2025 0:00,P006,7,3000,C003,2884.5
423,3/3/2025 0:00,P004,7,2000,C043,1625.4
424,3/25/2025 0:00,P002,4,50000,C007,44555
425,8/5/2025 0:00,P012,9,50000,C049,41175
426,7/6/2025 0:00,P009,6,2000,C009,1926.4
427,1/19/2025 0:00,P001,3,5000,C053,5206
428,6/26/2025 0:00,P011,5,15000,C041,13968
429,4/10/2025 0:00,P004,5,2000,C042,1634.4
430,8/21/2025 0:00,P001,5,25000,C013,25857.5
431,3/17/2025 0:00,P006,8,1000,C015,826.6
432,9/22/2025 0:00,P004,9,3000,C054,3162
433,10/11/2025 0:00,P005,9,25000,C005,22837.5
434,7/25/2025 0:00,P005,6,30000,C029,22920
435,8/11/2025 0:00,P009,6,30000,C035,24417
436,2/21/2025 0:00,P001,9,50000,C027,52250
437,5/24/2025 0:00,P002,4,30000,C027,30813
438,3/10/2025 0:00,P006,6,15000,C008,13248
439,4/9/2025 0:00,P005,4,2000,C032,2092.6
440,1/25/2025 0:00,P011,1,4000,C020,3699.6
441,2/22/2025 0:00,P007,7,30000,C010,26280
442,5/31/2025 0:00,P003,6,10000,C013,8201
443,5/24/2025 0:00,P003,9,2000,C029,1530.4
444,2/26/2025 0:00,P010,7,15000,C035,13771.5
445,2/8/2025 0:00,P002,7,5000,C054,3903
446,4/19/2025 0:00,P003,2,25000,C008,21325
447,6/30/2025 0:00,P010,9,2000,C029,1794.6
448,2/11/2025 0:00,P001,9,2000,C031,1970.8
449,7/5/2025 0:00,P005,6,25000,C041,23102.5
450,8/11/2025 0:00,P012,3,15000,C030,14751
451,5/2/2025 0:00,P005,1,5000,C022,4429.5
452,5/13/2025 0:00,P012,4,30000,C021,28560
453,6/12/2025 0:00,P011,3,50000,C012,49755
454,8/3/2025 0:00,P007,1,3000,C011,2796
455,8/9/2025 0:00,P004,3,5000,C002,4684
456,8/23/2025 0:00,P003,4,25000,C050,19642.5
457,5/26/2025 0:00,P001,8,4000,C041,3320.4
458,8/27/2025 0:00,P012,9,25000,C002,23765
459,3/17/2025 0:00,P008,3,5000,C034,4481
460,1/9/2025 0:00,P003,6,25000,C003,19657.5
461,3/15/2025 0:00,P002,5,25000,C016,26127.5
462,9/10/2025 0:00,P011,6,3000,C051,3048.3
463,8/18/2025 0:00,P004,4,3000,C004,3143.1
464,1/7/2025 0:00,P003,6,30000,C023,24963
465,6/23/2025 0:00,P001,7,2000,C050,1584.6
466,5/21/2025 0:00,P003,9,2000,C020,1996
467,6/17/2025 0:00,P012,7,40000,C025,37016
468,6/19/2025 0:00,P002,6,25000,C030,23462.5
469,10/10/2025 0:00,P008,1,25000,C018,23922.5
470,5/2/2025 0:00,P006,2,2000,C042,1651.4
471,7/13/2025 0:00,P009,1,2000,C011,1884.2
472,1/5/2025 0:00,P008,9,30000,C029,30870
473,1/29/2025 0:00,P010,9,4000,C017,3876
474,6/14/2025 0:00,P003,7,50000,C026,39600
475,5/16/2025 0:00,P005,2,40000,C023,41404
476,5/25/2025 0:00,P007,6,40000,C052,32512
477,8/5/2025 0:00,P005,4,4000,C048,3340.8
478,10/28/2025 0:00,P008,1,4000,C020,3727.6
479,5/12/2025 0:00,P012,1,5000,C045,4875
480,10/19/2025 0:00,P005,5,30000,C002,28620
481,3/11/2025 0:00,P001,2,50000,C024,39525
482,9/9/2025 0:00,P005,4,2000,C031,2022.8
483,10/2/2025 0:00,P004,1,3000,C027,2904.6
484,7/1/2025 0:00,P006,4,4000,C002,3485.2
485,6/16/2025 0:00,P003,6,1000,C014,874.4
486,4/1/2025 0:00,P011,4,2000,C004,2104
487,7/21/2025 0:00,P005,1,25000,C049,25355
488,1/19/2025 0:00,P002,7,30000,C013,31032
489,2/8/2025 0:00,P011,2,5000,C036,4474.5
490,5/6/2025 0:00,P006,9,2000,C035,1936
491,6/22/2025 0:00,P012,3,25000,C044,22662.5
492,5/21/2025 0:00,P006,8,1000,C054,775.5
493,8/30/2025 0:00,P005,8,1000,C055,1029
494,8/8/2025 0:00,P006,3,3000,C008,2493
495,5/6/2025 0:00,P011,4,5000,C002,4929.5
496,2/27/2025 0:00,P007,2,15000,C006,14788.5
497,5/28/2025 0:00,P012,4,1000,C031,931.8
498,1/1/2025 0:00,P005,9,4000,C054,3084.4
499,7/9/2025 0:00,P001,2,5000,C010,4371
500,7/10/2025 0:00,P008,3,2000,C044,1753.6
501,4/27/2025 0:00,P004,4,10000,C021,9402
